128,128
0,0,-0.044538 
0,1,-0.066630 
0,2,-0.035539 
0,3,0.071008 
0,4,0.100201 
0,5,0.055106 
0,6,-0.009245 
0,7,-0.009782 
0,8,-0.019996 
0,9,-0.060280 
0,10,-0.071605 
0,11,-0.051376 
0,12,0.023482 
0,13,0.054773 
0,14,0.108195 
0,15,0.174218 
0,16,0.203663 
0,17,0.209614 
0,18,0.169220 
0,19,0.196149 
0,20,0.262630 
0,21,0.244528 
0,22,0.203390 
0,23,0.157448 
0,24,0.148325 
0,25,0.202914 
0,26,0.262263 
0,27,0.248354 
0,28,0.196480 
0,29,0.209528 
0,30,0.163557 
0,31,0.000000 
0,32,-0.133236 
0,33,-0.199240 
0,34,-0.228503 
0,35,-0.200795 
0,36,-0.194149 
0,37,-0.176629 
0,38,-0.183055 
0,39,-0.201286 
0,40,-0.223413 
0,41,-0.238054 
0,42,-0.145825 
0,43,-0.035242 
0,44,0.128713 
0,45,0.241524 
0,46,0.308257 
0,47,0.381452 
0,48,0.412509 
0,49,0.398193 
0,50,0.404367 
0,51,0.508603 
0,52,0.582651 
0,53,0.580433 
0,54,0.560826 
0,55,0.649836 
0,56,0.743902 
0,57,0.750643 
0,58,0.663773 
0,59,0.508980 
0,60,0.363679 
0,61,0.164903 
0,62,0.001698 
0,63,0.000000 
0,64,0.013125 
0,65,-0.075286 
0,66,-0.159644 
0,67,-0.315723 
0,68,-0.524754 
0,69,-0.610589 
0,70,-0.656121 
0,71,-0.767131 
0,72,-0.869830 
0,73,-0.918645 
0,74,-0.912443 
0,75,-0.857489 
0,76,-0.746718 
0,77,-0.683213 
0,78,-0.717371 
0,79,-0.759667 
0,80,-0.777308 
0,81,-0.816497 
0,82,-0.791039 
0,83,-0.687919 
0,84,-0.605150 
0,85,-0.471925 
0,86,-0.363998 
0,87,-0.398390 
0,88,-0.432171 
0,89,-0.386962 
0,90,-0.296893 
0,91,-0.176962 
0,92,-0.100829 
0,93,-0.073175 
0,94,-0.085938 
0,95,0.000000 
0,96,0.131670 
0,97,0.162770 
0,98,0.157454 
0,99,0.227165 
0,100,0.318985 
0,101,0.293967 
0,102,0.307405 
0,103,0.312409 
0,104,0.265800 
0,105,0.338421 
0,106,0.420602 
0,107,0.389218 
0,108,0.331652 
0,109,0.414727 
0,110,0.540913 
0,111,0.580231 
0,112,0.604800 
0,113,0.541715 
0,114,0.448109 
0,115,0.388125 
0,116,0.348750 
0,117,0.401736 
0,118,0.391199 
0,119,0.333157 
0,120,0.262754 
0,121,0.154857 
0,122,0.112336 
0,123,0.089846 
0,124,0.076470 
0,125,0.071300 
0,126,0.000518 
0,127,-0.021852 
1,0,-0.075618 
1,1,-0.083946 
1,2,-0.070527 
1,3,-0.013508 
1,4,0.027918 
1,5,-0.027711 
1,6,-0.082193 
1,7,-0.090382 
1,8,-0.101795 
1,9,-0.073080 
1,10,-0.055312 
1,11,-0.049464 
1,12,0.007304 
1,13,0.035176 
1,14,0.085754 
1,15,0.125242 
1,16,0.097671 
1,17,0.087371 
1,18,0.103620 
1,19,0.184342 
1,20,0.223271 
1,21,0.207972 
1,22,0.200925 
1,23,0.193615 
1,24,0.211742 
1,25,0.202691 
1,26,0.200543 
1,27,0.168398 
1,28,0.163637 
1,29,0.206617 
1,30,0.171223 
1,31,0.056603 
1,32,-0.042005 
1,33,-0.119747 
1,34,-0.178161 
1,35,-0.171807 
1,36,-0.135657 
1,37,-0.115274 
1,38,-0.120458 
1,39,-0.106589 
1,40,-0.141495 
1,41,-0.192764 
1,42,-0.154103 
1,43,-0.021662 
1,44,0.159327 
1,45,0.271643 
1,46,0.350597 
1,47,0.436463 
1,48,0.489821 
1,49,0.479372 
1,50,0.467772 
1,51,0.545515 
1,52,0.624028 
1,53,0.618998 
1,54,0.604999 
1,55,0.662282 
1,56,0.712137 
1,57,0.712579 
1,58,0.656052 
1,59,0.541149 
1,60,0.410196 
1,61,0.264161 
1,62,0.107616 
1,63,0.048889 
1,64,0.050110 
1,65,-0.038914 
