128,128
0,0,-0.072859 
0,1,-0.167121 
0,2,-0.258073 
0,3,-0.205003 
0,4,-0.121080 
0,5,-0.123879 
0,6,-0.140217 
0,7,-0.111959 
0,8,-0.053551 
0,9,-0.062301 
0,10,-0.041247 
0,11,0.060181 
0,12,0.152928 
0,13,0.215644 
0,14,0.227681 
0,15,0.136884 
0,16,-0.029553 
0,17,-0.078239 
0,18,-0.044562 
0,19,-0.060443 
0,20,-0.041922 
0,21,-0.011548 
0,22,0.016918 
0,23,0.079716 
0,24,0.152414 
0,25,0.196234 
0,26,0.181800 
0,27,0.080068 
0,28,-0.020233 
0,29,-0.013573 
0,30,-0.020211 
0,31,0.000000 
0,32,0.029834 
0,33,0.004420 
0,34,-0.008908 
0,35,-0.101315 
0,36,-0.207629 
0,37,-0.269399 
0,38,-0.251363 
0,39,-0.212873 
0,40,-0.177791 
0,41,-0.097922 
0,42,-0.128003 
0,43,-0.172870 
0,44,-0.198007 
0,45,-0.220272 
0,46,-0.215634 
0,47,-0.322340 
0,48,-0.442744 
0,49,-0.496421 
0,50,-0.478236 
0,51,-0.433151 
0,52,-0.415056 
0,53,-0.315080 
0,54,-0.273815 
0,55,-0.220961 
0,56,-0.139585 
0,57,-0.112549 
0,58,-0.043223 
0,59,0.073557 
0,60,0.152341 
0,61,0.073104 
0,62,-0.023376 
0,63,0.000000 
0,64,0.002219 
0,65,0.012485 
0,66,0.035409 
0,67,-0.012085 
0,68,0.002789 
0,69,-0.025823 
0,70,-0.028069 
0,71,-0.009514 
0,72,-0.067250 
0,73,-0.100662 
0,74,-0.172219 
0,75,-0.235037 
0,76,-0.255922 
0,77,-0.202963 
0,78,-0.107683 
0,79,-0.097928 
0,80,-0.114614 
0,81,-0.067359 
0,82,-0.088827 
0,83,-0.138467 
0,84,-0.130359 
0,85,-0.195459 
0,86,-0.269807 
0,87,-0.351079 
0,88,-0.436349 
0,89,-0.382562 
0,90,-0.310726 
0,91,-0.212986 
0,92,-0.076849 
0,93,-0.038306 
0,94,-0.050478 
0,95,0.000000 
0,96,0.033717 
0,97,0.003481 
0,98,0.038238 
0,99,0.085326 
0,100,0.090178 
0,101,0.168644 
0,102,0.269537 
0,103,0.380860 
0,104,0.493831 
0,105,0.473303 
0,106,0.442688 
0,107,0.455831 
0,108,0.422135 
0,109,0.395568 
0,110,0.396481 
0,111,0.496322 
0,112,0.667863 
0,113,0.778100 
0,114,0.807070 
0,115,0.825137 
0,116,0.795243 
0,117,0.704243 
0,118,0.674433 
0,119,0.597785 
0,120,0.507098 
0,121,0.491905 
0,122,0.391604 
0,123,0.296971 
0,124,0.263977 
0,125,0.119946 
0,126,0.011437 
0,127,-0.082929 
1,0,-0.226580 
1,1,-0.326729 
1,2,-0.363566 
1,3,-0.300011 
1,4,-0.238913 
1,5,-0.251757 
1,6,-0.258184 
1,7,-0.225845 
1,8,-0.168967 
1,9,-0.163777 
1,10,-0.082337 
1,11,0.023509 
1,12,0.089796 
1,13,0.145605 
1,14,0.188117 
1,15,0.146675 
1,16,0.034630 
1,17,-0.005377 
1,18,-0.008170 
1,19,-0.007612 
1,20,-0.040954 
1,21,-0.047381 
1,22,-0.015645 
1,23,0.014947 
1,24,0.134498 
1,25,0.210331 
1,26,0.191037 
1,27,0.115643 
1,28,0.017967 
1,29,0.025239 
1,30,-0.005697 
1,31,-0.022213 
1,32,0.036365 
1,33,0.050876 
1,34,-0.001429 
1,35,-0.148507 
1,36,-0.263761 
1,37,-0.333280 
1,38,-0.355006 
1,39,-0.356196 
1,40,-0.307912 
1,41,-0.222223 
1,42,-0.246616 
1,43,-0.272043 
1,44,-0.271404 
1,45,-0.296654 
1,46,-0.334660 
1,47,-0.450608 
1,48,-0.568256 
1,49,-0.593657 
1,50,-0.540845 
1,51,-0.491482 
1,52,-0.480112 
1,53,-0.434095 
1,54,-0.379511 
1,55,-0.302451 
1,56,-0.213237 
1,57,-0.119720 
1,58,-0.002853 
1,59,0.132283 
1,60,0.181805 
1,61,0.114867 
1,62,0.044174 
1,63,0.012185 
1,64,0.005019 
1,65,0.039900 
1,66,0.059338 
1,67,0.007399 
1,68,-0.033086 
1,69,-0.106212 
1,70,-0.139478 
1,71,-0.128473 
1,72,-0.166408 
1,73,-0.237216 
1,74,-0.314195 
1,75,-0.360406 
1,76,-0.347085 
1,77,-0.280522 
1,78,-0.222534 
1,79,-0.178955 
1,80,-0.136064 
1,81,-0.101814 
1,82,-0.154346 
1,83,-0.221128 
1,84,-0.212020 
1,85,-0.239725 
1,86,-0.327483 
1,87,-0.421948 
1,88,-0.498602 
1,89,-0.481764 
1,90,-0.367658 
1,91,-0.251804 
1,92,-0.132642 
1,93,-0.022644 
1,94,0.011859 
1,95,0.058075 
1,96,0.086823 
1,97,0.058195 
1,98,0.040363 
1,99,0.072741 
1,100,0.099838 
1,101,0.133551 
1,102,0.247458 
1,103,0.402761 
1,104,0.458420 
1,105,0.423861 
1,106,0.417248 
1,107,0.417866 
1,108,0.422668 
1,109,0.395800 
1,110,0.339715 
1,111,0.384574 
1,112,0.541306 
1,113,0.701153 
1,114,0.769505 
1,115,0.779044 
1,116,0.761667 
1,117,0.725444 
1,118,0.683695 
1,119,0.620270 
1,120,0.547724 
1,121,0.480498 
1,122,0.401614 
1,123,0.330728 
1,124,0.228120 
1,125,0.045642 
1,126,-0.054270 
1,127,-0.194232 
2,0,-0.359514 
2,1,-0.407047 
2,2,-0.435884 
2,3,-0.408378 
2,4,-0.327994 
2,5,-0.311138 
2,6,-0.305934 
2,7,-0.263361 
2,8,-0.190210 
2,9,-0.161064 
2,10,-0.087583 
2,11,-0.048411 
2,12,0.020608 
2,13,0.091378 
2,14,0.125257 
2,15,0.119676 
2,16,0.059891 
2,17,0.013201 
2,18,-0.039295 
2,19,-0.045207 
2,20,-0.059956 
2,21,-0.014964 
2,22,0.048114 
2,23,0.056997 
2,24,0.122718 
2,25,0.145577 
2,26,0.138093 
2,27,0.104916 
2,28,0.001558 
2,29,-0.001729 
2,30,-0.002026 
2,31,0.000074 
2,32,0.011962 
2,33,-0.015828 
2,34,-0.022171 
2,35,-0.123138 
2,36,-0.237164 
2,37,-0.307046 
2,38,-0.369982 
2,39,-0.435299 
2,40,-0.446648 
2,41,-0.428024 
2,42,-0.435250 
2,43,-0.405676 
2,44,-0.400239 
2,45,-0.457365 
2,46,-0.510592 
2,47,-0.605269 
2,48,-0.715443 
2,49,-0.709457 
2,50,-0.670029 
2,51,-0.676594 
2,52,-0.635746 
2,53,-0.589442 
2,54,-0.500638 
2,55,-0.378183 
2,56,-0.272545 
2,57,-0.119362 
2,58,-0.007430 
2,59,0.092478 
2,60,0.147121 
2,61,0.140027 
2,62,0.137240 
2,63,0.077828 
2,64,0.027688 
2,65,0.054579 
2,66,0.059180 
2,67,-0.004418 
2,68,-0.051754 
2,69,-0.105643 
2,70,-0.180606 
2,71,-0.210156 
2,72,-0.250535 
2,73,-0.362506 
2,74,-0.415349 
2,75,-0.419673 
2,76,-0.380032 
2,77,-0.323131 
2,78,-0.298265 
2,79,-0.208608 
2,80,-0.162168 
2,81,-0.187522 
2,82,-0.220387 
2,83,-0.259494 
2,84,-0.319254 
2,85,-0.376246 
2,86,-0.417761 
2,87,-0.457780 
2,88,-0.460295 
2,89,-0.434545 
2,90,-0.355052 
2,91,-0.290658 
2,92,-0.205742 
2,93,-0.044523 
2,94,0.010648 
2,95,0.031832 
2,96,0.053384 
2,97,0.037044 
2,98,0.019384 
2,99,0.070235 
2,100,0.148700 
2,101,0.154686 
2,102,0.216746 
2,103,0.361149 
2,104,0.406203 
2,105,0.417338 
2,106,0.429152 
2,107,0.406174 
2,108,0.400406 
2,109,0.329892 
2,110,0.291847 
2,111,0.340474 
2,112,0.401981 
2,113,0.544729 
2,114,0.679674 
2,115,0.716810 
2,116,0.733543 
2,117,0.762710 
2,118,0.703559 
2,119,0.639919 
2,120,0.571305 
2,121,0.429040 
2,122,0.312157 
2,123,0.229104 
2,124,0.149187 
2,125,0.020998 
2,126,-0.123325 
2,127,-0.210598 
3,0,-0.370950 
3,1,-0.422169 
3,2,-0.468622 
