128,128
0,0,-0.128855 
0,1,-0.211838 
0,2,-0.321110 
0,3,-0.350920 
0,4,-0.393796 
0,5,-0.477774 
0,6,-0.418627 
0,7,-0.307251 
0,8,-0.234918 
0,9,-0.134200 
0,10,-0.123609 
0,11,-0.039006 
0,12,0.068985 
0,13,0.169310 
0,14,0.302832 
0,15,0.296617 
0,16,0.357186 
0,17,0.495082 
0,18,0.582823 
0,19,0.595167 
0,20,0.550260 
0,21,0.529744 
0,22,0.480454 
0,23,0.442178 
0,24,0.334060 
0,25,0.221667 
0,26,0.143492 
0,27,0.141112 
0,28,0.169955 
0,29,0.043306 
0,30,-0.018985 
0,31,0.000000 
0,32,0.029677 
0,33,0.039819 
0,34,-0.074084 
0,35,-0.176986 
0,36,-0.261250 
0,37,-0.279868 
0,38,-0.235592 
0,39,-0.219332 
0,40,-0.201866 
0,41,-0.253046 
0,42,-0.310964 
0,43,-0.361203 
0,44,-0.431192 
0,45,-0.492407 
0,46,-0.509347 
0,47,-0.481236 
0,48,-0.398558 
0,49,-0.356753 
0,50,-0.404807 
0,51,-0.393778 
0,52,-0.363613 
0,53,-0.379146 
0,54,-0.325717 
0,55,-0.238417 
0,56,-0.217042 
0,57,-0.192663 
0,58,-0.154892 
0,59,-0.097984 
0,60,-0.046139 
0,61,0.006839 
0,62,0.041381 
0,63,0.000000 
0,64,0.021582 
0,65,0.026771 
0,66,0.036539 
0,67,0.039035 
0,68,0.005647 
0,69,0.021747 
0,70,0.006264 
0,71,0.068370 
0,72,0.150048 
0,73,0.171949 
0,74,0.163786 
0,75,0.101280 
0,76,-0.015997 
0,77,-0.093271 
0,78,-0.139404 
0,79,-0.198678 
0,80,-0.278581 
0,81,-0.380790 
0,82,-0.442755 
0,83,-0.471750 
0,84,-0.535645 
0,85,-0.563819 
0,86,-0.580040 
0,87,-0.657598 
0,88,-0.638973 
0,89,-0.638684 
0,90,-0.596923 
0,91,-0.462007 
0,92,-0.311502 
0,93,-0.148068 
0,94,-0.067661 
0,95,0.000000 
0,96,0.024855 
0,97,0.061005 
0,98,0.088096 
0,99,0.049814 
0,100,0.037507 
0,101,0.030297 
0,102,0.093429 
0,103,0.141275 
0,104,0.164431 
0,105,0.119775 
0,106,0.022132 
0,107,0.029158 
0,108,0.043954 
0,109,0.053789 
0,110,0.085903 
0,111,0.061715 
0,112,0.103268 
0,113,0.158982 
0,114,0.194380 
0,115,0.296526 
0,116,0.344447 
0,117,0.333400 
0,118,0.306500 
0,119,0.227942 
0,120,0.163026 
0,121,0.105151 
0,122,0.097266 
0,123,0.106118 
0,124,0.011407 
0,125,-0.011947 
0,126,-0.034565 
0,127,-0.117295 
1,0,-0.198609 
1,1,-0.260965 
1,2,-0.315804 
1,3,-0.331762 
1,4,-0.376448 
1,5,-0.431425 
1,6,-0.439534 
1,7,-0.350404 
1,8,-0.265894 
1,9,-0.176391 
1,10,-0.156508 
1,11,-0.121929 
1,12,0.038912 
1,13,0.219872 
1,14,0.378299 
1,15,0.427788 
1,16,0.492764 
1,17,0.582292 
1,18,0.630950 
1,19,0.643815 
1,20,0.595020 
1,21,0.587016 
1,22,0.591783 
1,23,0.533400 
1,24,0.433807 
1,25,0.352508 
1,26,0.248152 
1,27,0.193152 
1,28,0.154458 
1,29,0.057896 
1,30,0.002396 
1,31,0.014060 
1,32,0.044867 
1,33,0.061655 
1,34,0.028297 
1,35,-0.039575 
1,36,-0.145938 
1,37,-0.205717 
1,38,-0.174000 
1,39,-0.130909 
1,40,-0.167617 
1,41,-0.270230 
1,42,-0.313024 
1,43,-0.368431 
1,44,-0.466646 
1,45,-0.580548 
1,46,-0.607228 
1,47,-0.591237 
1,48,-0.519791 
1,49,-0.408003 
1,50,-0.423896 
1,51,-0.422497 
1,52,-0.395257 
1,53,-0.387744 
1,54,-0.326416 
1,55,-0.299989 
1,56,-0.252025 
1,57,-0.177150 
1,58,-0.123502 
1,59,-0.088086 
1,60,-0.095957 
1,61,-0.053018 
1,62,-0.032662 
1,63,-0.044547 
1,64,-0.021612 
1,65,-0.073344 
1,66,-0.082866 
1,67,-0.068800 
1,68,-0.075929 
1,69,0.010258 
1,70,0.099706 
1,71,0.152656 
1,72,0.216106 
1,73,0.270053 
1,74,0.227168 
1,75,0.120132 
1,76,0.035647 
1,77,-0.063497 
1,78,-0.212052 
1,79,-0.310990 
1,80,-0.362708 
1,81,-0.394527 
1,82,-0.430731 
1,83,-0.482615 
1,84,-0.525326 
1,85,-0.584530 
1,86,-0.616898 
1,87,-0.660962 
1,88,-0.672279 
1,89,-0.660966 
1,90,-0.576120 
1,91,-0.433490 
1,92,-0.306661 
1,93,-0.163576 
1,94,-0.108354 
1,95,-0.061892 
1,96,-0.034690 
1,97,0.009360 
1,98,0.050392 
1,99,0.025754 
1,100,0.019031 
1,101,0.028112 
1,102,0.083878 
1,103,0.134020 
1,104,0.170070 
1,105,0.175984 
1,106,0.163115 
1,107,0.141195 
1,108,0.074480 
1,109,0.036169 
1,110,0.039168 
1,111,0.046541 
1,112,0.101233 
1,113,0.148857 
1,114,0.215816 
1,115,0.268297 
1,116,0.270611 
1,117,0.252183 
1,118,0.179195 
1,119,0.086149 
1,120,0.049441 
1,121,0.074130 
1,122,0.126202 
1,123,0.130137 
1,124,0.019390 
1,125,-0.020067 
1,126,-0.013106 
1,127,-0.179916 
2,0,-0.223601 
2,1,-0.300266 
2,2,-0.349217 
2,3,-0.381670 
2,4,-0.430480 
2,5,-0.458204 
2,6,-0.492767 
2,7,-0.403828 
2,8,-0.351656 
2,9,-0.300469 
2,10,-0.200680 
2,11,-0.148197 
2,12,-0.002474 
2,13,0.176536 
2,14,0.334655 
2,15,0.430564 
2,16,0.530126 
2,17,0.604780 
2,18,0.614507 
2,19,0.620092 
2,20,0.595413 
2,21,0.625018 
2,22,0.691297 
2,23,0.622780 
2,24,0.495227 
2,25,0.422126 
2,26,0.361437 
2,27,0.304835 
2,28,0.205161 
2,29,0.144789 
2,30,0.065865 
2,31,0.040277 
2,32,0.054065 
2,33,0.063973 
2,34,0.081523 
2,35,0.034885 
2,36,0.000888 
2,37,-0.016573 
2,38,-0.053921 
2,39,-0.040380 
2,40,-0.076199 
2,41,-0.177028 
2,42,-0.270340 
