64,64
0,0,0.005305 
0,1,-0.088569 
0,2,-0.156583 
0,3,-0.066209 
0,4,-0.086334 
0,5,-0.201000 
0,6,-0.175834 
0,7,0.043220 
0,8,0.259859 
0,9,0.210900 
0,10,0.132892 
0,11,0.333404 
0,12,0.526397 
0,13,0.347593 
0,14,0.112916 
0,15,0.000000 
0,16,-0.188994 
0,17,-0.256338 
0,18,-0.177991 
0,19,-0.242850 
0,20,-0.198356 
0,21,-0.026646 
0,22,0.061953 
0,23,0.063196 
0,24,0.032843 
0,25,0.061473 
0,26,0.070646 
0,27,0.122498 
0,28,0.077703 
0,29,0.037222 
0,30,0.011596 
0,31,0.000000 
0,32,0.072706 
0,33,-0.067696 
0,34,-0.235528 
0,35,-0.467050 
0,36,-0.580130 
0,37,-0.562369 
0,38,-0.600199 
0,39,-0.521101 
0,40,-0.550167 
0,41,-0.515525 
0,42,-0.375035 
0,43,-0.413718 
0,44,-0.428130 
0,45,-0.341928 
0,46,-0.254900 
0,47,0.000000 
0,48,0.297427 
0,49,0.291477 
0,50,0.167868 
0,51,0.173722 
0,52,0.182356 
0,53,0.114865 
0,54,0.125199 
0,55,0.218076 
0,56,0.153791 
0,57,0.117357 
0,58,0.109129 
0,59,0.106368 
0,60,0.217612 
0,61,0.116585 
0,62,0.022996 
0,63,-0.220192 
1,0,-0.182268 
1,1,-0.112083 
1,2,-0.077705 
1,3,-0.033051 
1,4,0.004554 
1,5,0.003866 
1,6,-0.053411 
1,7,0.006458 
1,8,0.216299 
1,9,0.339259 
1,10,0.291547 
1,11,0.369719 
1,12,0.531882 
1,13,0.452321 
1,14,0.299426 
1,15,0.165860 
1,16,0.061808 
1,17,0.002924 
1,18,0.020669 
1,19,-0.023306 
1,20,-0.034837 
1,21,0.088751 
1,22,0.132159 
1,23,0.059264 
1,24,0.067682 
1,25,0.179192 
1,26,0.200775 
1,27,0.159446 
1,28,0.093877 
1,29,0.131168 
1,30,0.126083 
1,31,0.068092 
1,32,0.071912 
1,33,-0.005329 
1,34,-0.168048 
1,35,-0.343438 
1,36,-0.341630 
1,37,-0.387694 
1,38,-0.468287 
1,39,-0.380038 
1,40,-0.443257 
1,41,-0.491914 
1,42,-0.375505 
1,43,-0.365085 
1,44,-0.364244 
1,45,-0.254953 
1,46,-0.082281 
1,47,0.142889 
1,48,0.373119 
1,49,0.387899 
1,50,0.380056 
1,51,0.406561 
1,52,0.304663 
1,53,0.292307 
1,54,0.267476 
1,55,0.220620 
1,56,0.187692 
1,57,0.091441 
1,58,0.002037 
1,59,-0.007285 
1,60,0.006310 
1,61,-0.027209 
1,62,-0.094342 
1,63,-0.409774 
2,0,-0.415977 
2,1,-0.300317 
2,2,-0.087319 
2,3,0.032615 
2,4,0.070934 
2,5,0.109324 
2,6,0.120658 
2,7,0.142985 
2,8,0.179157 
2,9,0.335507 
2,10,0.415577 
2,11,0.436078 
2,12,0.466235 
2,13,0.405894 
2,14,0.401818 
2,15,0.339426 
2,16,0.293908 
2,17,0.215660 
2,18,0.178667 
2,19,0.146481 
2,20,0.068698 
2,21,0.142285 
2,22,0.229971 
2,23,0.170772 
2,24,0.105747 
2,25,0.203553 
2,26,0.321689 
2,27,0.253902 
2,28,0.129529 
2,29,0.187354 
2,30,0.191953 
2,31,0.081673 
2,32,0.004044 
2,33,-0.005428 
2,34,-0.112733 
2,35,-0.176361 
2,36,-0.117189 
2,37,-0.297834 
2,38,-0.433381 
2,39,-0.333310 
2,40,-0.336796 
2,41,-0.373126 
2,42,-0.305411 
2,43,-0.264768 
2,44,-0.168703 
2,45,0.018658 
2,46,0.191197 
2,47,0.289655 
2,48,0.476460 
2,49,0.531056 
2,50,0.535951 
2,51,0.514284 
2,52,0.351073 
2,53,0.436030 
2,54,0.517363 
2,55,0.466226 
2,56,0.373956 
2,57,0.148444 
2,58,-0.060940 
2,59,-0.142466 
2,60,-0.226550 
2,61,-0.215610 
2,62,-0.246638 
2,63,-0.372676 
3,0,-0.374462 
3,1,-0.364994 
3,2,-0.122159 
3,3,0.104184 
3,4,0.189741 
3,5,0.224571 
3,6,0.187976 
3,7,0.169311 
3,8,0.159954 
3,9,0.297434 
3,10,0.467156 
3,11,0.469295 
3,12,0.279328 
3,13,0.158018 
3,14,0.228308 
3,15,0.273562 
3,16,0.282151 
3,17,0.237328 
3,18,0.177322 
3,19,0.125030 
3,20,0.063072 
3,21,0.049883 
3,22,0.198637 
3,23,0.263703 
3,24,0.229117 
3,25,0.341062 
3,26,0.451554 
3,27,0.414808 
3,28,0.274728 
3,29,0.263733 
3,30,0.234852 
3,31,0.067597 
3,32,-0.069252 
3,33,-0.066763 
3,34,-0.104015 
3,35,-0.148552 
3,36,-0.089649 
3,37,-0.217173 
