64,64
0,0,0.261949 
0,1,0.277180 
0,2,0.086006 
0,3,-0.088462 
0,4,-0.221057 
0,5,-0.489885 
0,6,-0.553700 
0,7,-0.549432 
0,8,-0.618977 
0,9,-0.467636 
0,10,-0.405091 
0,11,-0.442394 
0,12,-0.272183 
0,13,-0.157408 
0,14,-0.046784 
0,15,0.000000 
0,16,-0.095072 
0,17,-0.092834 
0,18,0.022860 
0,19,0.077831 
0,20,0.089914 
0,21,0.109333 
0,22,0.129152 
0,23,0.334827 
0,24,0.522567 
0,25,0.664566 
0,26,0.662789 
0,27,0.513143 
0,28,0.305783 
0,29,0.195730 
0,30,0.113208 
0,31,0.000000 
0,32,0.026064 
0,33,-0.027277 
0,34,-0.052317 
0,35,-0.020437 
0,36,-0.068916 
0,37,-0.071168 
0,38,-0.088712 
0,39,0.030496 
0,40,0.103167 
0,41,-0.041114 
0,42,-0.058911 
0,43,0.007255 
0,44,0.059721 
0,45,0.215564 
0,46,0.140515 
0,47,0.000000 
0,48,-0.128425 
0,49,-0.221382 
0,50,-0.121613 
0,51,0.036067 
0,52,0.207020 
0,53,0.303308 
0,54,0.322980 
0,55,0.198181 
0,56,0.028930 
0,57,0.001417 
0,58,-0.064271 
0,59,-0.139736 
0,60,-0.212139 
0,61,-0.227009 
0,62,-0.068665 
0,63,0.090376 
1,0,0.350043 
1,1,0.481492 
1,2,0.320505 
1,3,0.056908 
1,4,-0.227491 
1,5,-0.523077 
1,6,-0.640736 
1,7,-0.664461 
1,8,-0.623499 
1,9,-0.495734 
1,10,-0.400161 
1,11,-0.353319 
1,12,-0.290280 
1,13,-0.183502 
1,14,0.016826 
1,15,0.157210 
1,16,-0.005864 
1,17,-0.158802 
1,18,-0.076830 
1,19,0.007070 
1,20,0.018885 
1,21,0.068732 
1,22,0.169230 
1,23,0.306629 
1,24,0.469589 
1,25,0.531737 
1,26,0.443764 
1,27,0.289840 
1,28,0.114520 
1,29,0.108906 
1,30,0.062693 
1,31,-0.018534 
1,32,0.043620 
1,33,0.010123 
1,34,-0.031631 
1,35,-0.043660 
1,36,-0.061235 
1,37,-0.041450 
1,38,-0.059499 
1,39,-0.011323 
1,40,-0.000705 
1,41,-0.086612 
1,42,-0.016088 
1,43,0.041367 
1,44,0.030421 
1,45,0.114745 
1,46,0.082506 
1,47,0.004594 
1,48,-0.130370 
1,49,-0.168306 
1,50,-0.019972 
1,51,0.182562 
1,52,0.379278 
1,53,0.448637 
1,54,0.313614 
1,55,0.119326 
1,56,0.052697 
1,57,0.021148 
1,58,-0.038792 
1,59,-0.058970 
1,60,-0.089751 
1,61,-0.092079 
1,62,0.022387 
1,63,0.273097 
2,0,0.373499 
2,1,0.478016 
2,2,0.438306 
2,3,0.189352 
2,4,-0.167046 
2,5,-0.392380 
2,6,-0.543872 
2,7,-0.593515 
2,8,-0.466224 
2,9,-0.393336 
2,10,-0.319939 
2,11,-0.236059 
2,12,-0.234030 
2,13,-0.101286 
2,14,0.018438 
2,15,0.119450 
2,16,0.182671 
2,17,0.155903 
2,18,0.090564 
2,19,0.058716 
2,20,0.062188 
2,21,0.134465 
2,22,0.306418 
2,23,0.361380 
2,24,0.422264 
2,25,0.357027 
2,26,0.218835 
2,27,0.078766 
2,28,-0.083696 
2,29,-0.008962 
2,30,0.034881 
2,31,0.060783 
2,32,0.086479 
2,33,0.002875 
2,34,-0.063175 
2,35,-0.152031 
2,36,-0.196205 
2,37,-0.195963 
2,38,-0.154818 
2,39,-0.137466 
2,40,-0.110169 
2,41,-0.045206 
2,42,0.087344 
2,43,0.096615 
2,44,0.065831 
2,45,0.175196 
2,46,0.146156 
2,47,0.061038 
2,48,-0.064437 
2,49,-0.056647 
2,50,0.036035 
2,51,0.184301 
2,52,0.358865 
2,53,0.376061 
2,54,0.309784 
2,55,0.259162 
2,56,0.178935 
2,57,0.050184 
2,58,-0.014385 
2,59,-0.004900 
2,60,0.056661 
2,61,0.102960 
2,62,0.161750 
2,63,0.592541 
3,0,0.553257 
3,1,0.528254 
3,2,0.438010 
3,3,0.190166 
3,4,-0.120313 
3,5,-0.282196 
3,6,-0.358764 
3,7,-0.321731 
3,8,-0.265381 
3,9,-0.223630 
3,10,-0.197861 
3,11,-0.238288 
3,12,-0.156234 
3,13,-0.027702 
3,14,-0.013781 
3,15,0.091136 
3,16,0.340224 
3,17,0.432240 
3,18,0.260079 
3,19,0.138670 
3,20,0.177347 
3,21,0.307755 
3,22,0.346501 
3,23,0.258414 
3,24,0.296292 
3,25,0.239341 
3,26,0.140648 
3,27,-0.012367 
3,28,-0.180331 
3,29,-0.092035 
3,30,-0.091418 
3,31,-0.109924 
3,32,-0.068596 
3,33,-0.061540 
3,34,-0.082288 
3,35,-0.193406 
3,36,-0.233281 
3,37,-0.214231 
3,38,-0.181333 
3,39,-0.135418 
3,40,-0.091625 
3,41,-0.071368 
3,42,0.027333 
3,43,0.034541 
3,44,0.034185 
3,45,0.165588 
3,46,0.208232 
3,47,0.139720 
3,48,0.067883 
3,49,0.087391 
3,50,0.145871 
3,51,0.251816 
3,52,0.320530 
3,53,0.325176 
3,54,0.326688 
3,55,0.388114 
3,56,0.260165 
3,57,0.111492 
3,58,0.106141 
3,59,0.114082 
3,60,0.223555 
3,61,0.323495 
3,62,0.391930 
3,63,0.707100 
4,0,0.658860 
4,1,0.605832 
4,2,0.462600 
4,3,0.232486 
4,4,-0.050801 
4,5,-0.145342 
4,6,-0.181551 
4,7,-0.118638 
4,8,-0.103967 
4,9,-0.095079 
4,10,-0.046386 
4,11,-0.114069 
4,12,-0.103100 
4,13,-0.115220 
4,14,-0.043473 
4,15,0.191819 
4,16,0.470671 
4,17,0.560529 
4,18,0.433866 
4,19,0.380973 
4,20,0.294598 
4,21,0.299215 
4,22,0.362397 
4,23,0.314064 
4,24,0.278764 
4,25,0.172225 
4,26,0.111708 
4,27,-0.068626 
4,28,-0.341968 
4,29,-0.366321 
4,30,-0.373903 
4,31,-0.367707 
4,32,-0.302664 
4,33,-0.180682 
4,34,-0.144216 
4,35,-0.271802 
4,36,-0.298580 
4,37,-0.260517 
4,38,-0.251486 
4,39,-0.173318 
4,40,-0.057446 
4,41,-0.060670 
4,42,0.004533 
4,43,0.047542 
4,44,0.056627 
4,45,0.146600 
4,46,0.289398 
4,47,0.285546 
4,48,0.216760 
4,49,0.201627 
4,50,0.229005 
4,51,0.296897 
4,52,0.350220 
4,53,0.418118 
4,54,0.319471 
4,55,0.338560 
4,56,0.305427 
4,57,0.268747 
4,58,0.366822 
4,59,0.412511 
4,60,0.492974 
4,61,0.566564 
4,62,0.520420 
4,63,0.790816 
5,0,0.746267 
5,1,0.704833 
5,2,0.543803 
5,3,0.359173 
5,4,0.149608 
5,5,0.100553 
5,6,0.148570 
5,7,0.194864 
5,8,0.170522 
5,9,0.068234 
5,10,0.030634 
5,11,0.023356 
5,12,0.000966 
5,13,-0.027742 
5,14,0.086939 
5,15,0.264295 
5,16,0.529904 
5,17,0.734299 
5,18,0.683734 
5,19,0.568998 
5,20,0.386520 
5,21,0.340220 
5,22,0.448776 
5,23,0.371665 
5,24,0.226770 
5,25,0.126870 
5,26,0.026108 
5,27,-0.115541 
5,28,-0.429250 
5,29,-0.658485 
5,30,-0.615271 
5,31,-0.521164 
5,32,-0.514854 
5,33,-0.429687 
5,34,-0.375086 
5,35,-0.482127 
5,36,-0.540384 
5,37,-0.446117 
5,38,-0.360438 
5,39,-0.310762 
5,40,-0.176640 
5,41,-0.031942 
5,42,0.046000 
5,43,0.074105 
5,44,0.146378 
5,45,0.186497 
5,46,0.287408 
5,47,0.342176 
5,48,0.290878 
5,49,0.280612 
5,50,0.325482 
5,51,0.321994 
5,52,0.333976 
5,53,0.400578 
5,54,0.323269 
5,55,0.350338 
5,56,0.366181 
5,57,0.400676 
5,58,0.539539 
5,59,0.568093 
5,60,0.598644 
5,61,0.621372 
5,62,0.456681 
5,63,1.011311 
6,0,0.864139 
6,1,0.747667 
6,2,0.548574 
6,3,0.376580 
6,4,0.223771 
6,5,0.171147 
6,6,0.317858 
6,7,0.393881 
6,8,0.400804 
6,9,0.282494 
6,10,0.135635 
6,11,0.149941 
6,12,0.211218 
6,13,0.261875 
6,14,0.357526 
6,15,0.396944 
6,16,0.546933 
6,17,0.772368 
6,18,0.854549 
6,19,0.745889 
6,20,0.535110 
6,21,0.508553 
6,22,0.516675 
6,23,0.261037 
6,24,0.018617 
6,25,-0.071627 
6,26,-0.239858 
6,27,-0.345254 
6,28,-0.506217 
6,29,-0.729374 
6,30,-0.761510 
6,31,-0.736545 
6,32,-0.674094 
6,33,-0.529124 
6,34,-0.482787 
6,35,-0.557549 
6,36,-0.637822 
6,37,-0.503275 
6,38,-0.338196 
6,39,-0.292743 
6,40,-0.196413 
6,41,0.028536 
6,42,0.128857 
6,43,0.142914 
6,44,0.226545 
6,45,0.177319 
6,46,0.214138 
6,47,0.295370 
6,48,0.320055 
6,49,0.371047 
6,50,0.472721 
6,51,0.432648 
6,52,0.343812 
6,53,0.361882 
6,54,0.338694 
6,55,0.420605 
6,56,0.506128 
6,57,0.608411 
6,58,0.757878 
6,59,0.734919 
6,60,0.664263 
6,61,0.594890 
6,62,0.443443 
6,63,1.092783 
7,0,0.888681 
7,1,0.673951 
7,2,0.532703 
7,3,0.474689 
7,4,0.296078 
7,5,0.237478 
7,6,0.355782 
7,7,0.409641 
7,8,0.404603 
7,9,0.341813 
7,10,0.295217 
7,11,0.296166 
7,12,0.387235 
7,13,0.514170 
7,14,0.572782 
7,15,0.562975 
7,16,0.629379 
7,17,0.744233 
7,18,0.883077 
7,19,0.895674 
7,20,0.679126 
7,21,0.529047 
7,22,0.414406 
7,23,0.176584 
7,24,-0.141597 
7,25,-0.370400 
7,26,-0.499102 
7,27,-0.665072 
7,28,-0.794596 
7,29,-0.823403 
7,30,-0.874113 
7,31,-0.888913 
7,32,-0.753255 
7,33,-0.635502 
7,34,-0.527041 
7,35,-0.497099 
7,36,-0.612039 
7,37,-0.514379 
7,38,-0.338329 
7,39,-0.223123 
7,40,-0.044030 
7,41,0.104221 
7,42,0.158770 
7,43,0.234237 
7,44,0.274585 
7,45,0.221460 
7,46,0.275689 
7,47,0.350447 
7,48,0.379840 
7,49,0.457368 
7,50,0.558488 
7,51,0.552301 
7,52,0.465067 
7,53,0.409610 
7,54,0.372598 
7,55,0.474638 
7,56,0.631154 
7,57,0.778419 
7,58,0.886368 
7,59,0.872119 
7,60,0.773886 
7,61,0.618864 
7,62,0.462341 
7,63,0.993126 
8,0,0.877122 
8,1,0.693082 
8,2,0.480403 
8,3,0.405547 
8,4,0.227063 
8,5,0.196571 
8,6,0.344001 
8,7,0.422861 
8,8,0.417519 
8,9,0.431289 
8,10,0.488763 
8,11,0.468439 
8,12,0.563321 
8,13,0.765069 
8,14,0.806123 
8,15,0.775244 
8,16,0.845513 
8,17,0.897604 
8,18,0.846516 
8,19,0.749914 
8,20,0.625850 
8,21,0.470673 
8,22,0.298990 
8,23,0.140824 
8,24,-0.159460 
8,25,-0.435861 
8,26,-0.538053 
8,27,-0.786895 
8,28,-1.040286 
8,29,-1.042598 
8,30,-0.998333 
8,31,-0.936953 
8,32,-0.741089 
8,33,-0.621288 
8,34,-0.483023 
8,35,-0.425636 
8,36,-0.495308 
8,37,-0.340932 
8,38,-0.201061 
8,39,-0.090480 
8,40,0.181707 
8,41,0.262723 
8,42,0.154495 
8,43,0.192519 
8,44,0.274119 
8,45,0.319657 
8,46,0.465227 
8,47,0.591654 
8,48,0.602618 
8,49,0.680538 
8,50,0.674900 
8,51,0.620269 
8,52,0.532926 
8,53,0.385232 
8,54,0.397005 
8,55,0.559948 
8,56,0.693110 
8,57,0.794774 
8,58,0.770179 
8,59,0.699107 
8,60,0.629469 
8,61,0.469802 
8,62,0.413658 
8,63,1.003550 
9,0,0.858342 
9,1,0.662975 
9,2,0.476530 
9,3,0.279860 
9,4,0.131486 
9,5,0.089412 
9,6,0.218095 
9,7,0.360801 
9,8,0.328569 
9,9,0.394641 
9,10,0.522952 
9,11,0.604430 
9,12,0.748576 
9,13,0.925201 
9,14,0.972206 
9,15,0.912764 
9,16,0.934299 
9,17,0.886786 
9,18,0.777030 
9,19,0.648315 
9,20,0.490066 
9,21,0.393871 
9,22,0.258256 
9,23,0.033814 
9,24,-0.237128 
9,25,-0.489523 
9,26,-0.635167 
9,27,-0.836547 
9,28,-1.090723 
9,29,-1.208863 
9,30,-1.190606 
9,31,-1.107349 
9,32,-0.862030 
9,33,-0.608824 
9,34,-0.418773 
9,35,-0.219795 
9,36,-0.142820 
9,37,-0.024536 
9,38,0.035776 
9,39,0.149650 
9,40,0.359078 
9,41,0.407585 
9,42,0.222196 
9,43,0.095203 
9,44,0.195108 
9,45,0.339109 
9,46,0.576146 
9,47,0.762500 
9,48,0.705285 
9,49,0.686641 
9,50,0.633914 
9,51,0.540742 
9,52,0.530552 
9,53,0.404526 
9,54,0.377684 
9,55,0.581027 
9,56,0.749469 
9,57,0.784238 
9,58,0.714374 
9,59,0.623231 
9,60,0.453457 
9,61,0.292989 
9,62,0.342682 
9,63,0.899810 
10,0,0.760258 
10,1,0.597197 
10,2,0.507032 
10,3,0.239192 
10,4,0.076827 
10,5,-0.018917 
10,6,0.012992 
10,7,0.140577 
10,8,0.125052 
10,9,0.306329 
10,10,0.440132 
10,11,0.543996 
10,12,0.709452 
10,13,0.823398 
10,14,0.880100 
10,15,0.800726 
10,16,0.820378 
10,17,0.741471 
10,18,0.616523 
10,19,0.501860 
10,20,0.311250 
10,21,0.250928 
10,22,0.163439 
10,23,-0.106545 
10,24,-0.415436 
10,25,-0.700152 
10,26,-0.821361 
10,27,-0.904723 
10,28,-1.021177 
10,29,-1.125165 
10,30,-1.204307 
10,31,-1.185632 
10,32,-0.951583 
10,33,-0.650350 
10,34,-0.470894 
10,35,-0.164651 
10,36,0.023448 
10,37,0.080288 
10,38,0.134267 
10,39,0.297899 
10,40,0.371855 
10,41,0.360831 
10,42,0.266111 
10,43,0.123286 
10,44,0.118570 
10,45,0.211116 
10,46,0.436154 
10,47,0.611861 
10,48,0.605412 
10,49,0.598580 
10,50,0.559248 
10,51,0.511323 
10,52,0.577205 
10,53,0.458424 
10,54,0.328173 
10,55,0.482765 
10,56,0.646581 
10,57,0.612788 
10,58,0.601014 
10,59,0.581076 
10,60,0.452751 
10,61,0.402868 
10,62,0.345840 
10,63,0.630167 
11,0,0.599233 
11,1,0.526439 
11,2,0.327867 
11,3,0.090111 
11,4,-0.065990 
11,5,-0.205984 
11,6,-0.111699 
11,7,0.014804 
11,8,0.026992 
11,9,0.200439 
11,10,0.361614 
11,11,0.480383 
11,12,0.608561 
11,13,0.775430 
11,14,0.781337 
11,15,0.707773 
11,16,0.713308 
11,17,0.645998 
11,18,0.535483 
11,19,0.314588 
11,20,0.136352 
11,21,0.135032 
11,22,0.089022 
11,23,-0.167485 
11,24,-0.507632 
11,25,-0.822051 
11,26,-0.951886 
11,27,-0.889849 
11,28,-0.837007 
11,29,-0.939359 
11,30,-1.089824 
11,31,-1.105773 
11,32,-0.905929 
11,33,-0.644358 
11,34,-0.431931 
11,35,-0.215233 
11,36,-0.077642 
11,37,0.073560 
11,38,0.204200 
11,39,0.301862 
11,40,0.333355 
11,41,0.288495 
11,42,0.238958 
11,43,0.236414 
11,44,0.101538 
11,45,0.055829 
11,46,0.257500 
11,47,0.370543 
11,48,0.383875 
11,49,0.363069 
11,50,0.340163 
11,51,0.414936 
11,52,0.445435 
11,53,0.392015 
11,54,0.379903 
11,55,0.407533 
11,56,0.444949 
11,57,0.393310 
11,58,0.449075 
11,59,0.494290 
11,60,0.469005 
11,61,0.456438 
11,62,0.332169 
11,63,0.498112 
12,0,0.442586 
12,1,0.329832 
12,2,0.122220 
12,3,0.016254 
12,4,-0.086676 
12,5,-0.215494 
12,6,-0.107726 
12,7,-0.038022 
12,8,-0.012964 
