256,256
0,0,0.051860 
0,1,0.068928 
0,2,0.095098 
0,3,0.106115 
0,4,0.130961 
0,5,0.165278 
0,6,0.214870 
0,7,0.236993 
0,8,0.230753 
0,9,0.266507 
0,10,0.305282 
0,11,0.299292 
0,12,0.286033 
0,13,0.257351 
0,14,0.198578 
0,15,0.179527 
0,16,0.190119 
0,17,0.175493 
0,18,0.144286 
0,19,0.105732 
0,20,0.080027 
0,21,0.056674 
0,22,0.041229 
0,23,0.041026 
0,24,0.019015 
0,25,-0.015311 
0,26,-0.008478 
0,27,0.031806 
0,28,0.087963 
0,29,0.166389 
0,30,0.224011 
0,31,0.286755 
0,32,0.356093 
0,33,0.372085 
0,34,0.406607 
0,35,0.445773 
0,36,0.443442 
0,37,0.481088 
0,38,0.527134 
0,39,0.551325 
0,40,0.571423 
0,41,0.558537 
0,42,0.524614 
0,43,0.485321 
0,44,0.434043 
0,45,0.373372 
0,46,0.290984 
0,47,0.277132 
0,48,0.294696 
0,49,0.287837 
0,50,0.277158 
0,51,0.195937 
0,52,0.127309 
0,53,0.103824 
0,54,0.043520 
0,55,-0.006371 
0,56,-0.018669 
0,57,-0.064670 
0,58,-0.077791 
0,59,-0.083137 
0,60,-0.100859 
0,61,-0.049215 
0,62,-0.011859 
0,63,0.000000 
0,64,-0.006183 
0,65,-0.011471 
0,66,0.044079 
0,67,0.077023 
0,68,0.096835 
0,69,0.108346 
0,70,0.058222 
0,71,0.024428 
0,72,0.006313 
0,73,-0.016202 
0,74,0.004673 
0,75,0.029127 
0,76,0.041692 
0,77,0.055628 
0,78,0.062241 
0,79,0.028716 
0,80,-0.006102 
0,81,0.006114 
0,82,-0.010018 
0,83,-0.020524 
0,84,0.014006 
0,85,0.051624 
0,86,0.107088 
0,87,0.139771 
0,88,0.151271 
0,89,0.201050 
0,90,0.245234 
0,91,0.285998 
0,92,0.299445 
0,93,0.286155 
0,94,0.250105 
0,95,0.185613 
0,96,0.147489 
0,97,0.097152 
0,98,0.095202 
0,99,0.137905 
0,100,0.183171 
0,101,0.230050 
0,102,0.258491 
0,103,0.259692 
0,104,0.240058 
0,105,0.286736 
0,106,0.333022 
0,107,0.356751 
0,108,0.359202 
0,109,0.335617 
0,110,0.306213 
0,111,0.305175 
0,112,0.334338 
0,113,0.290468 
0,114,0.237988 
0,115,0.204462 
0,116,0.177911 
0,117,0.157095 
0,118,0.145207 
0,119,0.192310 
0,120,0.223335 
0,121,0.182223 
0,122,0.137937 
0,123,0.136357 
0,124,0.143962 
0,125,0.113667 
0,126,0.074502 
0,127,0.000000 
0,128,-0.090569 
0,129,-0.123939 
0,130,-0.156623 
0,131,-0.224634 
0,132,-0.280284 
0,133,-0.317571 
0,134,-0.348093 
0,135,-0.405810 
0,136,-0.486447 
0,137,-0.503154 
0,138,-0.494806 
0,139,-0.519267 
0,140,-0.547144 
0,141,-0.562693 
0,142,-0.609632 
0,143,-0.662475 
0,144,-0.718845 
0,145,-0.776941 
0,146,-0.809703 
0,147,-0.803017 
0,148,-0.775342 
0,149,-0.747477 
0,150,-0.737381 
0,151,-0.733538 
0,152,-0.700061 
0,153,-0.685659 
0,154,-0.700186 
0,155,-0.711936 
0,156,-0.746878 
0,157,-0.836747 
0,158,-0.878991 
0,159,-0.848304 
0,160,-0.839409 
0,161,-0.855509 
0,162,-0.867909 
0,163,-0.837782 
0,164,-0.773923 
0,165,-0.762304 
0,166,-0.779213 
0,167,-0.831366 
0,168,-0.871255 
0,169,-0.818005 
0,170,-0.761914 
0,171,-0.746242 
0,172,-0.755967 
0,173,-0.734859 
0,174,-0.687394 
0,175,-0.703307 
0,176,-0.731212 
0,177,-0.722256 
0,178,-0.720573 
0,179,-0.676068 
0,180,-0.587558 
0,181,-0.556273 
0,182,-0.557930 
0,183,-0.545295 
0,184,-0.529702 
0,185,-0.531339 
0,186,-0.483049 
0,187,-0.405592 
0,188,-0.324824 
0,189,-0.228169 
0,190,-0.139012 
0,191,0.000000 
0,192,0.117192 
0,193,0.174654 
0,194,0.246983 
0,195,0.329936 
0,196,0.390542 
0,197,0.459122 
0,198,0.513429 
0,199,0.608007 
0,200,0.688466 
0,201,0.717103 
0,202,0.753566 
0,203,0.755796 
0,204,0.774881 
0,205,0.785363 
