256,256
0,0,0.008219 
0,1,0.021810 
0,2,0.034485 
0,3,0.003463 
0,4,-0.004898 
0,5,0.007694 
0,6,0.036316 
0,7,0.062552 
0,8,0.053107 
0,9,0.067656 
0,10,0.075079 
0,11,0.074987 
0,12,0.082908 
0,13,0.027512 
0,14,-0.043324 
0,15,-0.142784 
0,16,-0.262626 
0,17,-0.304599 
0,18,-0.337421 
0,19,-0.401562 
0,20,-0.471997 
0,21,-0.541904 
0,22,-0.617660 
0,23,-0.691642 
0,24,-0.745122 
0,25,-0.804063 
0,26,-0.865323 
0,27,-0.874441 
0,28,-0.866578 
0,29,-0.892197 
0,30,-0.873803 
0,31,-0.819258 
0,32,-0.799233 
0,33,-0.749509 
0,34,-0.703053 
0,35,-0.719812 
0,36,-0.735949 
0,37,-0.765512 
0,38,-0.826477 
0,39,-0.843021 
0,40,-0.844199 
0,41,-0.914807 
0,42,-0.991732 
0,43,-1.028063 
0,44,-1.065420 
0,45,-1.078607 
0,46,-1.058345 
0,47,-1.001934 
0,48,-0.945880 
0,49,-0.918587 
0,50,-0.868628 
0,51,-0.805384 
0,52,-0.730023 
0,53,-0.671414 
0,54,-0.634434 
0,55,-0.554615 
0,56,-0.461282 
0,57,-0.425173 
0,58,-0.385453 
0,59,-0.309046 
0,60,-0.222887 
0,61,-0.126091 
0,62,-0.043890 
0,63,0.000000 
0,64,0.021310 
0,65,0.075273 
0,66,0.135376 
0,67,0.190391 
0,68,0.243035 
0,69,0.281950 
0,70,0.320745 
0,71,0.365059 
0,72,0.395115 
0,73,0.453322 
0,74,0.511751 
0,75,0.570718 
0,76,0.624746 
0,77,0.647268 
0,78,0.682347 
0,79,0.670139 
0,80,0.682456 
0,81,0.687199 
0,82,0.637219 
0,83,0.593709 
0,84,0.530532 
0,85,0.455438 
0,86,0.415156 
0,87,0.435689 
0,88,0.438209 
0,89,0.434414 
0,90,0.410795 
0,91,0.346793 
0,92,0.269943 
0,93,0.218804 
0,94,0.194081 
0,95,0.152000 
0,96,0.106501 
0,97,0.084674 
0,98,0.063346 
0,99,0.004063 
0,100,0.002773 
0,101,0.035298 
0,102,0.055022 
0,103,0.072662 
0,104,0.073141 
0,105,0.074455 
0,106,0.065686 
0,107,0.040597 
0,108,0.017215 
0,109,-0.031750 
0,110,-0.082806 
0,111,-0.162844 
0,112,-0.239999 
0,113,-0.278413 
0,114,-0.317942 
0,115,-0.310914 
0,116,-0.318831 
0,117,-0.345516 
0,118,-0.334663 
0,119,-0.278532 
0,120,-0.188668 
0,121,-0.134561 
0,122,-0.098323 
0,123,-0.071619 
0,124,-0.037959 
0,125,-0.017278 
0,126,-0.014667 
0,127,0.000000 
0,128,-0.023769 
0,129,-0.028738 
0,130,-0.012433 
0,131,0.049806 
0,132,0.132022 
0,133,0.159045 
0,134,0.171101 
0,135,0.195611 
0,136,0.232654 
0,137,0.210110 
0,138,0.170630 
0,139,0.134534 
0,140,0.087909 
0,141,0.051432 
0,142,0.068178 
0,143,0.102059 
0,144,0.118255 
0,145,0.194969 
0,146,0.242672 
0,147,0.240887 
0,148,0.253949 
0,149,0.274534 
0,150,0.287092 
0,151,0.334214 
0,152,0.393455 
0,153,0.404420 
0,154,0.445242 
0,155,0.535139 
0,156,0.582081 
0,157,0.608760 
0,158,0.627097 
0,159,0.589115 
0,160,0.550777 
0,161,0.553923 
0,162,0.566651 
0,163,0.569099 
0,164,0.621514 
0,165,0.654023 
0,166,0.636957 
0,167,0.641836 
0,168,0.665382 
0,169,0.672491 
0,170,0.693987 
0,171,0.749237 
0,172,0.800913 
0,173,0.822062 
0,174,0.825482 
0,175,0.801492 
0,176,0.757905 
0,177,0.716019 
0,178,0.688480 
0,179,0.726640 
0,180,0.741328 
0,181,0.685049 
0,182,0.634316 
0,183,0.610222 
0,184,0.589560 
0,185,0.526339 
0,186,0.417599 
0,187,0.338500 
0,188,0.250825 
0,189,0.171567 
0,190,0.102456 
0,191,0.000000 
0,192,-0.113648 
0,193,-0.183295 
0,194,-0.208820 
0,195,-0.271978 
0,196,-0.302401 
0,197,-0.315040 
0,198,-0.323003 
0,199,-0.268705 
0,200,-0.241094 
0,201,-0.219484 
0,202,-0.222104 
0,203,-0.221903 
0,204,-0.198004 
0,205,-0.191138 
0,206,-0.174875 
0,207,-0.182930 
0,208,-0.181197 
0,209,-0.173383 
0,210,-0.142224 
0,211,-0.132129 
0,212,-0.140637 
0,213,-0.116783 
0,214,-0.084840 
0,215,0.007155 
0,216,0.076637 
0,217,0.119438 
0,218,0.153253 
0,219,0.200295 
0,220,0.241645 
0,221,0.237905 
0,222,0.239224 
0,223,0.281036 
0,224,0.349526 
0,225,0.362713 
0,226,0.330133 
0,227,0.321891 
0,228,0.297941 
0,229,0.278997 
0,230,0.286165 
0,231,0.298455 
0,232,0.302413 
0,233,0.298167 
0,234,0.306406 
0,235,0.320784 
0,236,0.337462 
0,237,0.345205 
0,238,0.353655 
0,239,0.391067 
0,240,0.445028 
0,241,0.420304 
0,242,0.397694 
0,243,0.368983 
0,244,0.342266 
0,245,0.337359 
0,246,0.279422 
0,247,0.234875 
0,248,0.198308 
0,249,0.119475 
0,250,0.095785 
0,251,0.112062 
0,252,0.101226 
0,253,0.111616 
0,254,0.079808 
0,255,-0.028397 
1,0,-0.020135 
1,1,0.014939 
1,2,0.049597 
1,3,0.064510 
1,4,0.077261 
1,5,0.085886 
1,6,0.116825 
1,7,0.144651 
1,8,0.134245 
1,9,0.123048 
1,10,0.083316 
1,11,0.051434 
1,12,0.072334 
1,13,0.041487 
1,14,-0.026222 
1,15,-0.101899 
1,16,-0.199444 
1,17,-0.273607 
1,18,-0.333877 
1,19,-0.403159 
1,20,-0.463047 
1,21,-0.509334 
1,22,-0.552748 
1,23,-0.609133 
1,24,-0.678142 
1,25,-0.750774 
1,26,-0.799810 
1,27,-0.817341 
1,28,-0.822598 
1,29,-0.817773 
1,30,-0.814472 
1,31,-0.778910 
1,32,-0.741611 
1,33,-0.705937 
1,34,-0.679051 
1,35,-0.704979 
1,36,-0.737644 
1,37,-0.781223 
1,38,-0.847292 
1,39,-0.865831 
1,40,-0.862551 
1,41,-0.885069 
1,42,-0.913531 
1,43,-0.938909 
1,44,-0.985471 
1,45,-1.016345 
1,46,-1.019134 
1,47,-0.985767 
1,48,-0.924290 
1,49,-0.892318 
1,50,-0.852201 
1,51,-0.778599 
1,52,-0.705870 
1,53,-0.643752 
1,54,-0.598175 
1,55,-0.533466 
1,56,-0.423628 
1,57,-0.372757 
1,58,-0.356016 
1,59,-0.284650 
1,60,-0.190451 
1,61,-0.116370 
1,62,-0.044702 
1,63,0.008897 
1,64,0.014031 
1,65,0.050211 
1,66,0.117225 
1,67,0.181520 
1,68,0.232558 
1,69,0.266702 
1,70,0.340269 
1,71,0.412981 
1,72,0.435651 
1,73,0.468778 
1,74,0.522194 
1,75,0.572519 
1,76,0.619109 
1,77,0.639367 
1,78,0.640211 
1,79,0.622118 
1,80,0.629766 
1,81,0.637321 
1,82,0.598685 
1,83,0.553420 
1,84,0.496582 
1,85,0.449049 
1,86,0.408550 
1,87,0.398902 
1,88,0.399794 
1,89,0.386011 
1,90,0.363660 
1,91,0.309522 
1,92,0.258501 
1,93,0.223135 
1,94,0.185108 
1,95,0.145433 
1,96,0.096472 
1,97,0.058103 
1,98,0.040112 
1,99,0.019229 
1,100,0.022550 
1,101,0.028288 
1,102,0.026215 
1,103,0.040284 
1,104,0.038877 
1,105,0.029607 
1,106,0.059081 
1,107,0.064004 
1,108,0.020185 
1,109,-0.049558 
1,110,-0.117831 
1,111,-0.190707 
1,112,-0.243333 
1,113,-0.275607 
1,114,-0.312519 
1,115,-0.306993 
1,116,-0.313050 
1,117,-0.350801 
1,118,-0.367280 
1,119,-0.314636 
1,120,-0.225413 
1,121,-0.174309 
1,122,-0.143636 
1,123,-0.132502 
1,124,-0.119242 
1,125,-0.088314 
1,126,-0.059853 
1,127,-0.037848 
1,128,-0.058940 
1,129,-0.073504 
1,130,-0.064846 
1,131,-0.035452 
1,132,0.034685 
1,133,0.077365 
1,134,0.080445 
1,135,0.099158 
1,136,0.135583 
1,137,0.150252 
1,138,0.148696 
1,139,0.118135 
1,140,0.084182 
1,141,0.067585 
1,142,0.096618 
1,143,0.136115 
1,144,0.141069 
1,145,0.190497 
1,146,0.226168 
1,147,0.239135 
1,148,0.248355 
1,149,0.254220 
1,150,0.269145 
1,151,0.297067 
1,152,0.349355 
1,153,0.382747 
1,154,0.427731 
1,155,0.514983 
1,156,0.586780 
1,157,0.644407 
1,158,0.686173 
1,159,0.666480 
1,160,0.618828 
1,161,0.588263 
1,162,0.566624 
1,163,0.571220 
1,164,0.632755 
1,165,0.657361 
1,166,0.637285 
1,167,0.637606 
1,168,0.666901 
1,169,0.686914 
1,170,0.715134 
1,171,0.752688 
1,172,0.794659 
1,173,0.833634 
1,174,0.824747 
1,175,0.792899 
1,176,0.764887 
1,177,0.729366 
1,178,0.700349 
1,179,0.733655 
1,180,0.752461 
1,181,0.713684 
1,182,0.667393 
1,183,0.616091 
1,184,0.586178 
1,185,0.565924 
1,186,0.493100 
1,187,0.393886 
1,188,0.290068 
1,189,0.201266 
1,190,0.152836 
1,191,0.074446 
1,192,-0.045308 
1,193,-0.129091 
1,194,-0.179371 
1,195,-0.239931 
1,196,-0.277262 
1,197,-0.296034 
1,198,-0.287726 
1,199,-0.250471 
1,200,-0.241503 
1,201,-0.222700 
1,202,-0.214037 
1,203,-0.213011 
1,204,-0.207723 
1,205,-0.197763 
1,206,-0.190344 
1,207,-0.209653 
1,208,-0.207059 
1,209,-0.182218 
1,210,-0.160974 
1,211,-0.158550 
1,212,-0.167424 
1,213,-0.152625 
1,214,-0.114802 
1,215,-0.022555 
1,216,0.060225 
1,217,0.101334 
1,218,0.141612 
1,219,0.184254 
1,220,0.201535 
1,221,0.201656 
1,222,0.220693 
1,223,0.261587 
1,224,0.307903 
1,225,0.333087 
1,226,0.330865 
1,227,0.298571 
1,228,0.261952 
1,229,0.264101 
1,230,0.281507 
1,231,0.278422 
1,232,0.262294 
1,233,0.259067 
1,234,0.244416 
1,235,0.245074 
1,236,0.268527 
1,237,0.274228 
1,238,0.308368 
1,239,0.347564 
1,240,0.374352 
1,241,0.366503 
1,242,0.342657 
1,243,0.325574 
1,244,0.323293 
1,245,0.327961 
1,246,0.299799 
1,247,0.249715 
1,248,0.206834 
1,249,0.140706 
1,250,0.091968 
1,251,0.091113 
1,252,0.111433 
1,253,0.121990 
1,254,0.069946 
1,255,-0.001149 
2,0,-0.013344 
2,1,0.021180 
2,2,0.051432 
2,3,0.097287 
2,4,0.144274 
2,5,0.155740 
2,6,0.168433 
2,7,0.175039 
2,8,0.168187 
2,9,0.138568 
2,10,0.113174 
2,11,0.107778 
2,12,0.114137 
2,13,0.076046 
2,14,-0.000089 
2,15,-0.056176 
2,16,-0.136155 
2,17,-0.245549 
2,18,-0.306833 
2,19,-0.355993 
2,20,-0.411131 
2,21,-0.448367 
2,22,-0.492321 
2,23,-0.555227 
2,24,-0.604537 
2,25,-0.655771 
2,26,-0.707836 
2,27,-0.753748 
2,28,-0.795401 
2,29,-0.781796 
2,30,-0.760303 
2,31,-0.710605 
2,32,-0.671830 
2,33,-0.657348 
2,34,-0.640399 
2,35,-0.675867 
2,36,-0.710724 
2,37,-0.750873 
2,38,-0.822578 
2,39,-0.846861 
2,40,-0.866394 
2,41,-0.868522 
2,42,-0.865477 
2,43,-0.893870 
2,44,-0.933340 
2,45,-0.962978 
2,46,-0.959471 
2,47,-0.923747 
2,48,-0.856274 
2,49,-0.817861 
2,50,-0.795883 
2,51,-0.724625 
2,52,-0.668330 
2,53,-0.614821 
2,54,-0.544010 
2,55,-0.475821 
2,56,-0.391062 
2,57,-0.365738 
2,58,-0.360074 
2,59,-0.284979 
2,60,-0.186118 
2,61,-0.133636 
2,62,-0.080992 
2,63,-0.029984 
2,64,-0.015655 
2,65,0.030319 
2,66,0.093455 
2,67,0.158246 
2,68,0.226992 
2,69,0.274661 
2,70,0.339623 
2,71,0.400554 
2,72,0.453535 
2,73,0.493724 
2,74,0.523186 
2,75,0.543696 
2,76,0.569161 
2,77,0.584500 
2,78,0.591872 
2,79,0.599762 
2,80,0.608220 
2,81,0.620609 
2,82,0.584544 
2,83,0.534866 
2,84,0.462788 
2,85,0.422482 
2,86,0.407956 
2,87,0.385331 
2,88,0.383312 
2,89,0.364327 
2,90,0.354994 
2,91,0.321976 
2,92,0.264273 
2,93,0.213540 
2,94,0.157615 
2,95,0.110415 
2,96,0.074429 
2,97,0.039392 
2,98,0.006887 
2,99,0.010182 
2,100,0.032293 
2,101,0.026864 
2,102,0.011304 
2,103,0.024574 
2,104,0.032815 
2,105,0.022234 
2,106,0.031722 
2,107,0.015564 
